original_label, classifier_label, text
,sport,scrum-half williams rejoins bath bath have signed their former scrum-half andy williams on a short-term deal from the neath-swansea ospreys.  wales international williams  whose contract with the welsh region was due to expire in june  has agreed a contract until the end of the season. with martyn wood s injury likely to keep him out until february  bath need experienced back-up to nick walshe. said williams:  when this opportunity presented itself  i did not really have to think twice about it.  williams  capped by wales against romania in 2003  should figure in the match squad for monday s zurich premiership match at sale sharks. he lost his ospreys starting place to new zealander jason spice and has fallen further behind in the pecking order. the welsh region has two outstanding young no 9 prospects in richie rees and rhodri wells. bath director of rugby jack rowell  though  believes williams fits the bill perfectly.  he has been playing regular heineken cup and celtic league rugby and he has a great affection for bath   rowell told bath s official website.  we are delighted to be able to welcome him back to the club.
,entertainment,church urges nelly show boycott church ministers are trying to prevent rapper nelly performing in arkansas  saying they do not want his  vile and filthy lyrics  in their town.  more than 20 jonesboro ministers urged music fans to boycott nelly s 12 march concert at arkansas state university in a bid to have it cancelled.  jonesboro is a wonderful city because of what does not come here   said the reverend adrian rodgers. but a venue spokesman said more than 5 500 tickets had been sold so far.  mr rodgers  of the fullness of joy church  said he was concerned about the rapper s lyrics that include references to drugs  sex and violence  and songs that the minister said were demeaning to women. ministers were worried that bringing such acts to jonesboro would lead to problems.  tear the tickets up   mr rodgers said.  do not go and do not allow your children to go.   tim dean  director of the arkansas state university venue  said ticket sales had been brisk.  it would appear that with ticket sales over 5 000  many others have expressed their right to find nelly s music entertaining and worth spending their time and money on   he said. nelly has sold more than 30 million singles and albums worldwide  and in september 2004 simultaneously occupied the number one and two positions in the us albums chart. he has had 12 uk hit singles  including hot in herre  dilemma and recent number one over and over.
,politics,galloway targets  new labour  mp george galloway is to stand against pro-iraq war labour mp oona king at the next general election.  mr galloway  who on thursday won £150 000 in libel damages from the daily telegraph said he would contest bethnal green  in london  for respect. the glasgow kelvin mp  who was expelled from labour over his anti iraq war stance  accused ms king of being a  new labour stooge . ms king said she was  delighted  at the chance to take on mr galloway.  mr galloway s current constituency is set to disappear under planned boundary changes in scotland.  the 50-year-old mp launched respect  the unity coalition  in january along with 1 000 anti-war activists  and the muslim association of britain. the party s declared aims are an end to the occupation of iraq  the repeal of anti-union laws and the end of privatisation. speaking from a cafe in brick lane  east london  mr galloway said he had accepted the party s invitation to stand with  great honour and pride .  he added:  here in this constituency of bethnal green and bow there is a new labour stooge mp.  a stooge who will sing any song  make any speech  do any dance  do anything she is told to by tony blair - irrespective of how her constituents are adversely affected or how strongly they feel to the contrary.  ms king has represented the constituency since 1997. she said:  i m delighted i ve been given the chance to finish him (mr galloway) off  and believe me i will.  i know many people around the country will be grateful  not least his constituents in scotland who he has shamelessly abandoned.  in june s european parliament elections  respect failed to gain enough votes for an mep but did come first in tower hamlets borough  most of which is covered by the commons constituency of bethnal green and bow.  a month later it gained a council seat in a by-election in st dunstan s and stepney green ward  tower hamlets. mr galloway said that in next year s expected general election and local elections a year later  the party would  turn the east end of london into a fortress . both the conservatives and the liberal democrats have chosen prospective parliamentary candidates for bethnal green and bow from the bangladeshi population  which makes up almost half the electorate. the telegraph was sued for libel by mr galloway after the newspaper claimed he received money from saddam hussein s regime in iraq. the newspaper said it was in the public interest to publish the claims  based on documents found in baghdad. mr justice eady said he was  obliged to compensate mr galloway... and to make an award for the purposes of restoring his reputation .
,politics,labour s  eu propaganda  a  taxpayer subsidised propaganda exercise  on the eu is being used to lull the british public into a false sense of security  say the tories.  shadow foreign secretary michael ancram told mps a new white paper was part of trying to soften up opinion ahead of the referendum on the eu constitution. his claims were denied by foreign secretary jack straw  who accused the tories of  running scared  of debate. eu cooperation would help get better uk immigration controls  he argued.  mr straw used thursday s commons debate to launch the new white paper on the prospects for the eu in 2005. security  stability and prosperity would be the key themes when the uk took over the chairmanship of the eu in july  said mr straw. africa and climate change would also feature highly. he said the uk was trying to ensure future eu budgets were limited to 1% of europe s economic output and were spent  where it adds most value . mr straw promised to continue to ensure the uk s budget rebate  secured in 1984 by margaret thatcher  was  fully justified .  we  like all other countries  have a veto on any changes proposed in this area   he said.  mr ancram condemned the document  which the foreign office says has cost about £2 500 to design  print and deliver.  isn t the reason that the government is now involved in a taxpayer subsidised propaganda exercise to try to sell the new eu to the country in advance of the forthcoming referendum and general election    he asked. the tory spokesman also criticised the government for claiming the eu constitution would make europe easier to understand.  the government  last week  had to publish a commentary of 500 pages to try and explain this  easy and simple  constitution to the british people   he said.  who are they trying to kid   the proposed question for the constitution referendum is:  should the united kingdom approve the treaty establishing a constitution for the european union   the electoral commission on thursday said it was satisfied the question was easy to understand. the government has suggested the referendum on the constitution could take place in spring 2006  with the tories set to campaign for a  no  vote.  mr ancram said ministers were prolonging uncertainty by putting the vote off until the latest date possible. the foreign secretary hit back by saying tory attitudes to europe had helped keep the party out of power for more than a decade. mr straw argued cooperation with european partners could bring a  level playing field  on immigration and asylum controls.  you are setting your face against all of these things   he added. for the liberal democrats  sir menzies campbell said the uk should not ignore the need to reform the eu common agricultural policy. change was particularly important for developing countries wanting access to markets  he argued. sir menzies was among those worried about plans  backed by the uk  to lift the arms embargo imposed on china after the tiananmen square massacre. mr straw said no decisions had been taken - chinese human rights had improved but not by enough.
,politics,jackson film  absolute disaster  a pr expert has told the michael jackson child abuse trial that the tv documentary at the heart of the case was an  absolute disaster .  ann kite told the court in the californian town of santa maria she was hired to  crisis manage  the fallout after the programme had aired in 2003. jurors saw the film  in which the pop star held hands with the alleged victim  on tuesday. mr jackson denies 10 charges of child abuse and false imprisonment. if convicted  he could face up to 21 years in prison.  ms kite suggested jackson s associates had been intent on launching a smear campaign against the accuser s family after the airing of martin bashir s film living with michael jackson. she told the court that in the aftermath of the broadcast  a jackson lawyer had told her the boy s mother would be made to look like a  crack whore . jackson s defence questioned ms kite s credibility  pointing that she worked for the singer s team for less than a week before being fired  and had never met or spoken to the star.  ms kite said she received a phone call on 13 february 2003 from a jackson associate  marc schaffel  who said the boy and his family had left the neverland ranch where they had been staying.  ms kite told the court she had later asked jackson s lawyer  david legrand  what had happened.  i said  `don t make me believe that these people were hunted down like dogs and brought back to the ranch    she said. ms kite began to work for mr jackson in february 2003  after the controversial film was televised in the us and europe. the documentary sparked a media storm and the subsequent investigation into mr jackson s relationship with the boy. in the film  the singer said he did not see anything wrong with sharing a bed with a child.  questioned by the prosecution  ms kite said her plan had been to move media coverage of the star away from a focus on his human frailties to concentrate more on his musical genius. ms kite said that an additional problem was the release of documents relating to a previous allegation of child abuse against mr jackson. the smoking gun website publication was  beyond disaster   ms kite said. correspondents say the reference is important because it was unclear whether the prosecution would be able to bring up the previous case in front of the jury.  the judge is studying whether the prosecution s first witness  reporter martin bashir  is in contempt of court. the defence protested after mr bashir  who interviewed jackson for the tv documentary  refused to answer nearly all their questions  citing a california  shield  law intended to allow journalists to protect their sources. in the prosecution s opening statement on monday  tom sneddon told the court that mr jackson had shown the boy porn and plied him with wine  in order to molest him. he said the singer had visited sexually explicit websites and showed the boy - who was 13 at the time - and his younger brother pornography at his ranch.
,politics,stalemate in pension strike talks talks aimed at averting national strikes over pension reforms have ended without agreement after 90 minutes.  five public sector unions met deputy prime minister john prescott at the labour spring conference in gateshead. they want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. up to 1.4 million workers could take part in strikes earmarked for 23 march. discussions will resume next week.  a spokesman for unison  britain s biggest union  said after saturday s meeting:  at least we are still talking.  all sides are anxious to avoid a major confrontation in the run up to the general election  said bbc labour affairs correspondent stephen cape. in four days  unison will start balloting 800 000 local government workers on strikes. other public sector unions have pledged to follow. the five unions which met mr prescott want the government to withdraw these regulations. this would allow months of tough negotiations to follow  said our correspondent. but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in april.  privately ministers believe this will be the  less painful  option  our correspondent added. the public and commercial services union (pcs) will co-ordinate any industrial action with up to six other public sector unions. pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink.  for a government that lectures everyone on choice - choice on public service  choice on this and choice on that - isn t it ironic that they re saying to public sector workers there is no choice   he said.  if you want the pension you were promised when you started you must work for an extra five years - that is working until people drop.  in the 20th century  it s completely unacceptable.   unison s 800 000 workers  the transport and general workers  union s 70 000 and amicus  20 000 are among those being balloted about a 23 march walkout. mr prescott held a private meeting with senior union figures last week. it is understood no deal was offered in that meeting but there was room for further negotiations.
,business,shares hit by ms drug suspension shares in elan and biogen idec plunged on monday as the firms suspended sales of new multiple sclerosis drug tysabri after a patient s death in the us.  on the new york stock exchange  shares in ireland-based elan lost 70% while us partner biogen idec shed 43%. the firms took action after the death from a central nervous system disease and a suspected case of the condition. the cases cited involved the use of both tysabri and avonex  biogen idec s existing multiple sclerosis drug. the companies said they have no reports of the rare condition - progressive multifocal leukoencephalopathy (pml) - in patients taking either tysabri or avonex alone. tysabri was approved for use in the us last november and was widely tipped to become the world s leading multiple sclerosis treatment.   the companies will work with clinical investigators to evaluate tysabri-treated patients and will consult with leading experts to better understand the possible risk of pml   the two firms said in a statement.  the outcome of these evaluations will be used to determine possible re-initiation of dosing in clinical trials and future commercial availability.   analysts had believed the product would provide a new growth opportunity for biogen idec  which had faced increased competition from rivals to avonex. elan  once the biggest firm on the irish stock exchange  was also expected to receive a boost  from the new product. an inquiry into elan s accounts in 2002 brought the group close to bankruptcy but the firm has been rebuilding itself since  with its share price increasing by almost four-fold last year.  most of the value in the company was in tysabri   said ian hunter at goodbody stockbrokers in dublin.  now there s a question mark over it.  elan finished down $18.90 at $8  while biogen fell $28.63 to $38.65.  - shares in uk pharmaceutical firm phytopharm closed down 19.84% at 151.5 pence on the london stock exchange on monday  after it said a partner was set to pull out of a deal on an experimental alzheimer s disease treatment. phytopharm said japan s yamanouchi pharmaceutical was likely to end a licensing agreement  prompting analysts to raise questions over the level of its future cash reserves.
,business,unilever shake up as profit slips anglo-dutch consumer goods giant unilever is to merge its two management boards after reporting  unsatisfactory  earnings for 2004.  it blamed the poor results on sluggish decision making  a rise in discounted retailers and a wet european summer. the company also cited difficult trading conditions and a lack of demand for goods such as its slimfast range. unilever  which owns brands including dove soap  said annual pre-tax profit fell 36% to 2.9bn euros (£1.99bn). shares fell 1% to 510.75 pence in london  and dropped by 1.2% to 50.50 euros in amsterdam.  under the restructuring plans  patrick cescau  the uk-based co-chairman  will become group chief executive. dutch co-chairman antony burgmans will take on the role of non-executive chairman.   we have recognised the need for greater clarity of leadership and we are moving to a simpler leadership structure that will provide a sharper operational focus   mr burgmans said.  we are leaving behind one of the key features of unilever s governance but this is a natural development following the changes introduced last year.  the company  which has had dual headquarters in rotterdam and london since 1930  will announce the location of its head office at a later date. unilever is not alone in trying to simplify its business. oil giant shell last year dismantled its dual-ownership structure  after a series of problems relating to the size of its oil reserves that hammered its share price and led to the resignation of key board members.  the best part of the news this morning was that the company announced a structure simplification   said arjan sweere  an analyst at petercam.  the company said the organizational changes would speed decision making  and it also may make further changes.  the company said its main focus will be on improving profits  and it is planning to accelerate and increase investment in its 400 main brands.  while it is certainly the case that markets have been tougher in the past eighteen months than we had expected  we have also lost some market share   said mr cescau.  we let a range of targets limit our ability flexibility and did not adjust our plans quickly enough to a more difficult business environment.   our objective is to reverse the share loss that we experienced in some markets in 2004 and return to growth.   unilever said european sales fell 2.8% last year  dragged down by below part sales at its beverage division  where revenues dipped by almost 4%.  sales of ice cream and frozen food dipped by 3.4% in the us last year  revenue grew by 1.5%  despite disappointing sales in slimfast   the company said. in asia  leading products came under  attack  from rivals such as procter & gamble. unilever took a 1.5bn euro one-time charge in the fourth quarter  including a 650m euro write-down on slimfast diet foods. sales of slimfast products have been hit in recent years by the popularity of the atkins diet. but looking ahead  unilever said it was optimistic about prospects for its slimming products saying that demand is on the wane for rival low-carbohydrate diets. the company also said it planned to spend 500m euros this year buying back shares.
,business,cactus diet deal for phytopharm a slimming aid made from a southern african cactus is set to be developed by uk firm phytopharm and unilever.  anglo-dutch food giant unilever will help the pharmaceutical firm develop the snacks containing hoodia extract. phytopharm shares jumped 10.7% on the news  with analysts saying sales of $600m (£309m) a year were possible. the plant  licensed to phytopharm in 1997  has been used for thousands of years by the sans bushmen of the kalahari desert to stave off hunger. studies have reportedly shown the plant curbs appetite instead of reducing calorific intake like many existing products.  phytopharm will receive an initial fee of £6.5m from unilever - out of a potential total of £21m - as well as future royalties on product sales. under the deal  production of the hoodia cactus at phytopharm s nursery in south africa will also rise from eight million plants to potentially hundreds of millions  said phytopharm chief executive richard dixey. the firm had initially hoped to market a slimming drug from hoodia with pfizer. but the research collaboration came to an end in 2003. analysts said unilever could launch the new products in 2007.  this deal goes a long way to restoring the market faith in phytopharm s pipeline after the pfizer exit   said analyst erling refsum at nomura.
,business,giant waves damage s asia economy governments  aid agencies  insurers and travel firms are among those counting the cost of the massive earthquake and waves that hammered southern asia.  the worst-hit areas are sri lanka  india  indonesia and thailand  with at least 23 000 people killed. early estimates from the world bank put the amount of aid needed at about $5bn (£2.6bn)  similar to the cash offered central america after hurricane mitch. mitch killed about 10 000 people and caused damage of about $10bn in 1998. world bank spokesman damien milverton told the wall street journal that he expected an aid package of financing and debt relief.  tourism is a vital part of the economies of the stricken countries  providing jobs for 19 million people in the south east asian region  according to the world travel and tourism council (wttc). in the maldives islands  in the indian ocean  two-thirds of all jobs depend on tourism.  but the damage covers fishing  farming and businesses too  with hundreds of thousands of buildings and small boats destroyed by the waves. international agencies have pledged their support; most say it is impossible to gauge the extent of the damage yet. the international monetary fund (imf) has promised rapid action to help the governments of the stricken countries cope.   the imf stands ready to do its part to assist these nations with appropriate support in their time of need   said managing director rodrigo rato. only sri lanka and bangladesh currently receive imf support  while indonesia  the quake s epicentre  has recently graduated from imf assistance. it is up to governments to decide if they want imf help. other agencies  such as the asian development bank  have said that it is too early to comment on the amount of aid needed. there is no underestimating the size of the problem  however. the united nations  emergency relief coordinator  jan egeland  said that  this may be the worst national disaster in recent history because it is affecting so many heavily populated coastal areas... so many vulnerable communities.  many people will have [had] their livelihoods  their whole future destroyed in a few seconds.  he warned that  the longer term effects many be as devastating as the tidal wave or the tsunami itself  because of the risks of epidemics from polluted drinking water.  insurers are also struggling to assess the cost of the damage  but several big players believe the final bill is likely to be less than the $27bn cost of the hurricanes that battered the us earlier this year.   the region that s affected is very big so we have to check country-by-country what the situation is   said serge troeber  deputy head of the natural disasters department at swiss re  the world s second biggest reinsurance firm.  i should assume  however  that the overall dimension of insured damages is below the storm damages of the us   he said. munich re  the world s biggest reinsurer  said:  this is primarily a human tragedy. it is too early for us to state what our financial burden will be.  allianz has said it sees no significant impact on its profitability. however  a low insurance bill may simply reflect the general poverty of much of the region  rather than the level of economic devastation for those who live there.  the international federation of the red cross and red crescent societies told the reuters news agency that it was seeking $6.5m for emergency aid.   the biggest health challenges we face is the spread of waterborne diseases  particularly malaria and diarrhoea   the aid agency was quoted as saying. the european union has said it will deliver 3m euros (£2.1m; $4.1m) of aid  according to the wall street journal. the eu s humanitarian aid commissioner  louis michel  was quoted as saying that it was key to bring aid  in those vital hours and days immediately after the disaster . other countries also are reported to have pledged cash  while the us state department said it was examining what aid was needed in the region. getting companies and business up and running also may play a vital role in helping communities recover from the weekend s events.  many of the worst-hit areas  such as sri lanka  thailand s phuket island and the maldives  are popular tourist resorts that are key to local economies.  december and january are two of the busiest months for the travel in southern asia and the damage will be even more keenly felt as the industry was only just beginning to emerge from a post 9/11 slump. growth has been rapid in southeast asia  with the world tourism organisation figures showing a 45% increase in tourist revenues in the region during the first 10 months of 2004. in southern asia that expansion is 23%.  india continues to post excellent results thanks to increased promotion and product development  but also to the upsurge in business travel driven by the rapid economic development of the country   the wto said.  arrivals to other destinations such as... maldives and sri lanka also thrived.  in thailand  tourism accounts for about 6% of the country s annual gross domestic product  or about $8bn. in singapore the figure is close to 5%. tourism also brings in much needed foreign currency. in the short-term  however  travel companies are cancelling flights and trips. that has hit shares across asia and europe  with investors saying that earnings and economic growth are likely to slow.
,sport,newcastle 2-1 bolton kieron dyer smashed home the winner to end bolton s 10-game unbeaten run.  lee bowyer put newcastle ahead when he fed stephen carr on the right flank  then sprinted into the area to power home a header from the resultant cross. wanderers hit back through stelios giannakopoulos  who ended a fluid passing move with a well-struck volley. but dyer had the last word in a game of few chances  pouncing on a loose ball after alan shearer s shot was blocked and firing into the top corner. neither side lacked urgency in the early stages of the game  with plenty of tackles flying in  but opportunities in front of goal were harder to come by. bolton keeper jussi jaaskelainen had to make two saves in quick succession midway through the first-half - keeping out shearer s low shot and dyer s close-range header - but that was the only goalmouth action of note. and it was almost out of nothing that the magpies took the lead on 35 minutes. bowyer found space with a neat turn on the half-way line and striding forward picked out carr to his right. he then continued his run and with perfect timing made his way into the box where he met carr s cross with a downward header into the far corner. bolton had produced little going forward at this point but they responded well.  they were level within six minutes thanks to a smart finish from giannakopoulos. jay-jay okocha twisted and turned on the edge of the area and after a neat exchange of passes involving kevin davies and gary speed  the greek striker found the bottom corner with a first-time strike. the magpies were opened up again before half-time as davies set giannakopoulos in space and given had to block at his near post. but the home side survived  and they should have re-taken the lead with the first meaningful attack of the second half. fernando hierro cynically chopped down dyer on the edge of the area with the midfielder clean through. but the veteran defender escaped with a booking as there were other defenders nearby  and from the resultant free-kick laurent robert curled the ball just wide. bolton were creating little going forward and they seemed content to frustrate the magpies. their strategy seemed to be working until the 69th minute. alan shearer s snap-shot was charged down and dyer reacted first to smash the ball past the despairing jaaskelainen from six yards.  - bolton boss sam allardyce  i am bitterly disappointed with the result  but i am probably more disappointed with the second-half performance.  in the first half we had put them under a lot of pressure  and our goal matched theirs in quality.  i thought it would lift us and that they might be tired after playing a lot of games  but unfortunately we were not up for the battle in the second half.  we allowed them to heap too much pressure on us  and in the end we cracked.    - newcastle boss graeme souness  we deserved the win. we had a really good second half.  bolton are a difficult side to play. you have to match them physically first but we did that  and then we played some football.  we had a slow first 45 minutes when we looked a bit tired but we got going after that. the scoreline flattered them and we could have had one or two more goals.  newcastle: given  carr  boumsong  bramble  babayaro  dyer  faye  bowyer  robert (jenas 77)  ameobi  shearer. subs not used: butt  harper  milner  hughes. goals: bowyer 35  dyer 69. bolton: jaaskelainen  hunt (fadiga 14)  n gotty  ben haim  candela  giannakopoulos  okocha (vaz te 77)  hierro (campo 64)  speed  gardner  davies. subs not used: jaidi  poole. booked: ben haim  hierro. goals: giannakopoulos 41. att: 50 430 ref: s dunn (gloucestershire).
,business,asia quake increases poverty risk nearly two million people across asia could be thrown into poverty because of the indian ocean tsunami  the asian development bank (adb) has said.  in its first overview of the disaster  the adb said the impact on economic growth would be slight because major cities and factories escaped damage. but the blow to many low-income people could be  enormous . the paris club of rich creditor nations on wednesday offered to freeze debts owed by tsunami-hit countries.  the move was aimed at helping south asian governments find budgets to rebuild devastated coastal areas  though so far only sri lanka  indonesia and the seychelles have indicated that they will take it up.  other countries believe their economies are strong enough to cope or wish to avoid being viewed as credit risks.  poverty is potentially the most important impact of this natural disaster   said adb chief economist ifzal ali. donor nations have promised to give $717m (£379m) in disaster relief over the next six months  according to the united nations.  mr ali added his voice to those warning that aid pledges must be promptly delivered  saying the number of people at risk of poverty hinged on  concerns over sanitation and health conditions  and other basic needs  being  properly and quickly addressed .  there are 1.9 billion people in asia living on less than $2 a day. the adb fears that 1 million indonesians could join them  while in india just over half a million people - 645 000 - are at risk of falling into poverty. a quarter of a million sri lankans and 23 500 people in the maldives are also facing poverty. in the maldives  where 43% of the population already lives on less than $2 a day  this could rise to half. sri lanka and the maldives are the two countries the adb fears are most at risk of suffering lasting economic damage from the tsunami. sri lanka s government has estimated reconstruction costs at nearly $3bn. a government task force held meetings to discuss an emergency rebuilding plan with the adb  world bank and japanese aid agencies on wednesday  and promised to publish the plan within 10 days.  indonesia  malaysia  thailand and india have enjoyed strong economic growth in recent years  which should cushion them against reconstruction costs. although indonesia s northern province of aceh suffered the worst death toll  the region s oil and natural gas production facilities  have survived intact   the report said. however  it remains too soon to asses the damage to poor people s livelihoods in aceh because it would depend on how much farm land had been flooded by seawater.  this is a profoundly tragic event for the region and for the millions who are suffering. but the economies of the affected countries except sri lanka and the maldives should emerge with minimal damage   the adb report said. some businesses may even gain from the reconstruction efforts  thereby creating jobs. at a meeting in thailand  abd president thadao chino said he was confident of the country s  own capabilities to restore normalcy to the affected areas and meet the rehabilitation requirements . thailand has said it does not wish to opt for a debt repayment freeze  while india has also rejected international aid  saying it can cope on its own resources. debt repayment holidays carry the risk of credit ratings downgrades  making it more expensive to borrow money in future. indonesia  however  is pressing for greater help with its debts than the current freeze would bring. it is one of the world s most indebted countries.
,business,indonesians face fuel price rise indonesia s government has confirmed it is considering raising fuel prices by as much as 30%.  millions of indonesians use kerosene for basic cooking  and prices have been heavily subsidised for years. president susilo bambang yudhoyono s government has said it wants to curb fuel subsidies and direct the money into aid programmes for the poor. but critics argue cutting subsidies will hurt the poorer families that his government says it wants to help. millions of people were left homeless in indonesia aceh s region following the earthquake and tsunami disaster in late december.  indonesia pays subsidies to importers in order to stabilise domestic fuel prices  but higher oil prices have forced the government to spend more on holding prices down. it spent 59.2 trillion rupiah ($6.58bn; £3.5bn) on fuel subsidies in 2004  a sum far in excess of its original projection of 14.5 trillion rupiah. since president yudhoyono s government came to power in october  it has indicated its intention of raising domestic fuel prices by cutting subsidies.  the (january to march) quarter of this year is the best time for us to increase fuel prices   said sri mulyani indrawati  state minister for national development planning.  we are still considering if a 30% hike is suitable at the moment. the sooner the better for the state budget.  the bbc s correspondent in jakarta  rachel harvey  told world business report that there was likely to be a strong public reaction to any price rise.  the big question is whether they go for one big  short  sharp shock and raise prices between 20% and 30% or whether they try to stagger it   she said. indonesia s previous government  led by president megawati sukarnoputri  also attempted to cut subsidies in 2003  but was forced to back down in the face of public protests.
,tech,millions to miss out on the net by 2025  40% of the uk s population will still be without internet access at home  says a study.  around 23 million britons will miss out on a wide range of essential services such as education and medical information  predicts the report by telecoms giant bt. it compares to 27 million  or 50%  of the uk  who are not currently online. the idea that the digital divide will evaporate with time is  wishful thinking   the report concludes.  the study calls on the government and telecoms industry to come up with new ways to lure those that have been bypassed by the digital revolution. although the percentage of britons without home access will have fallen slightly  those that remain digital refuseniks will miss out on more  the report suggests. as more and more everyday tasks move online and offline services become less comprehensive  the divide will become more obvious and more burdensome for those that have not got net access  it predicts.  the gap between  have-nets  and  have-nots  has been much talked about  but predictions about how such a divide will affect future generations has been less discussed. bt set out to predict future patterns based on current information and taking account of the way technology is changing. optimists who predict that convergence and the emergence of more user-friendly technology will bridge the digital divide could be way off mark  the report suggests.  internet access on other devices tends to be something taken up by those who already have it   said adrian hosford  director of corporate responsibility at bt. costs of internet access have fallen dramatically and coverage in remote areas have vastly improved over the last year but the real barrier remains psychological.  there is a hard rump of have-nots who are not engaging with the net. they don t have the motivation or skills or perceive the benefits   said mr hosford.  as now  the most disadvantaged groups are likely to remain among low income families  the older generation and the disabled.  those on low incomes will account for a quarter of the digital have-nots  the disabled will make up 16% and the elderly nearly a third by 2025  the report forecasts. organisations such as bt have a responsibility to help tackle the problem  said mr hosford. the telco has seen positive results with its everybody online project which offers internet access to people in eight deprived communities around britain. in one area of cornwall with high levels of unemployment  online training helped people rewrite cvs and learn skills to get new jobs  explained mr hosford. such grassroot activity addressing the specific needs of individual communities is essential is the problem of the digital divide is to be overcome  he said.  if we don t address this problem now  it will get a lot worse and people will find it more difficult to find jobs  education opportunities will be limited and they ll simply not be able to keep up with society   he said. the alliance for digital inclusion  an independent body with members drawn from government  industry and the voluntary sector has recently been set up to tackle some of the issues faced by the digital refuseniks.
,sport,o driscoll/gregan lead aid stars ireland s brian o driscoll will lead the northern hemisphere team in the irb rugby aid match at twickenham.  o driscoll heads a star-studded cast for the contest to raise funds for the tsunami appeal. the south will be led by george gregan  one of four wallabies  alongside five springboks and four all blacks including captain tana umaga. south african flanker schalk burger has shaken off a leg injury to take his place in the starting line-up. he will join fellow springboks john smit  cobus visagie and victor matfield in the south pack  with jacque fourie among the centres. the north side have been hit by the withdrawals of scotland duo gordon bulloch and chris cusiter  plus france captain fabien pelous.  but leicester s england centre ollie smith has been added to the squad  giving him an opportunity to impress lions coach sir clive woodward  who takes charge of the north side.  i think it s fantastic for ollie   tigers coach john wells told bbc radio leicester.  he was probably going to have the weekend off this week and i hope clive gets the chance to see the qualities that leicester and england have been seeing all year.  woodward will also assess other potential lions candidates such as scotland pair simon taylor and chris paterson  wales scrum-half dwayne peel and ireland lock paul o connell.  i m looking forward to working with such outstanding players   woodward said.  both teams are fielding top-quality sides and i really hope that the rugby public and community get behind this game to raise as much money as possible for such a deserving cause.  despite the withdrawal of wales wing rhys williams  who is required for the blues  celtic league match with munster  three other members of their six nations squad - ceri sweeney  john yapp and jonathan thomas - will also play.  not only it is for a good cause but it gives these players the opportunity to play with and against some of the best players in the world   said wru general manager steve lewis. supporters can watch the teams train for free at twickenham on friday  4 march. woodward will put his north team through their paces at 1030 gmt  with the south side  coached by former wallabies coach rod macqueen  due at the stadium at 1330.  c paterson (scotland)  b cohen (england)  b o driscoll (ireland  capt)  d traille (france)  o smith (england)  c sweeney (wales)  d humphreys (ireland)  d peel (wales); a lo cicero (italy)  p de villiers (france)  j yapp (wales)  r ibanez (france)  p o connell (ireland)  m bortolami (italy)  j thomas (wales)  s taylor (scotland)  l dallaglio (england)  s parisse (italy)  others to be added.  c latham (australia); b lima (samoa)  j fourie (sa) t umaga (new zealand)  s bobo (fiji); a mehrtens (nz) g gregan (aus  capt); c hoeft (nz)  j smit (sa)  c visagie (sa)  s maling (nz)  v matfield (sa)  s burger (sa)  p waugh (aus)  t kefu (aus).  e taukafa (tonga)  e guinazu (argentina)  s sititi (samoa)  o palepoi (samoa)  m rauluni (fiji)  t delport (sa)  a n other.
,politics,tory candidate quits over remark a conservative election challenger is quitting after being quoted as wanting a  period of creative destruction in the public services .  danny kruger  who also works in the tory research unit  had been due to take on tony blair in sedgefield. he says his remark last week was misrepresented but he will not contest the election for fear of damaging the conservative cause. tory leader michael howard accepted his decision  with regret . mr kruger was quoted in the guardian newspaper saying:  we plan to introduce a period of creative destruction in the public services.   in a statement  the party said the comment had been taken out of context.  he fully supports the party s policies on  and approach to  the public services   said the statement.  however  in order to avoid any further misrepresentation of his views and any damage to the party  he has decided not to stand in the sedgefield constituency at the next election.  mr kruger is continuing in his job at the tory campaign headquarters. labour election coordinator alan milburn claimed mr kruger had exposed the tory agenda for £35bn of cuts to public services. mr milburn said:  he is not some unknown hopeful fighting an unwinnable seat. he is a man who has worked at the heart of conservative policy development...  his claim that the tories were planning  a period of creative destruction in the public services  is not a rogue claim.  it is the authentic and shocking voice of the conservative party. it reveals the true picture of what they would do.
,tech,more movies head to sony s psp movies open water and saw are among those to be made available for sony s psp games console.  film studio lions gate entertainment has announced an initial list of 12 movies that will be on the umd format used by the handheld.  the typical buyer of the machine [is] the core demographic to whom our films generally appeal   said steve beeks  president of lions gate. already available in japan  the psp is released in the us on 24 march. spider-man 2 on umd will be given to the first million customers in the us.  the punisher and house of the dead along with older titles such as total recall and rambo: first blood  will be in the umd format  with disks costing between $20 (£10.40) to $30 (£15.60) for new titles and $10 (£5.20) to $20 for older films.   when we first saw the machine and started talking to sony  we immediately decided it was going to be a winner  both from the gaming perspective and from the perspective of people watching movies on the go   mr beeks said. the disks  which are smaller than dvds  only work in sony s psp and can hold up to 1.8gb of data.  we actually believe people who buy the umd would not have bought it on dvd   he said.  there are people who will want umd because of the portability. maybe they re already taking the games with them out of the house  and they re bigger gamers than they are movie watchers.  four movies have already been announced for psp. they are: xxx  hellboy  resident evil: apocalypse and once upon a time in mexico.
