original_label, classifier_label, text
sport,sport,lennon brands rangers favourites celtic s neil lennon admits rangers could be considered  slight favourites  for the old firm cis cup clash  but insists his side can still win.  lennon concedes rangers are in good form at the moment  but they have failed to beat celtic in their last seven meetings.  rangers are on the up and have been on a good run in recent weeks   he said.  but it s a game we believe we re capable of winning if we play our best   he told the evening times.  all the boys are looking forward to it because they are brilliant games to be involved in.  without playing at the top of our game  we have still been winning matches.  at the minute  we are at the top of the league and still in with a chance of staying in europe  so i don t think it is the crisis people have been trying to make out.  of course  it is a concern when you are losing goals  because we have been notorious for being a team that is hard to beat and keeping clean sheets  but hopefully we are over that wee run.  considering we lost henrik larsson at the end of last season  we have still been scoring a lot of goals  which is pleasing.
entertainment,entertainment,eminem secret gig venue revealed rapper eminem is to play an intimate gig in london on saturday  following a show on the river thames on friday.  the us star will play just two songs at a night showcasing his label shady records at the islington academy. eminem performed on hms belfast on friday  which is docked on the river thames  where he filmed two songs for bbc one s top of the pops. he arrived in the uk on friday following his appearance at the mtv europe music awards in rome. other rap acts who may appear at the islington gig include stat quo  proof  dj green lantern  swift and obie trice.  eminem s latest album soared to the top of the us chart after just three days on sale in record shops. encore is now a chart-topper on both sides of the atlantic following its debut at number one in the uk. the fourth album from the rap star was on sale for two days before it outsold all of its rivals. the album was released early in an effort to combat both physical and online piracy.  eminem s album includes the track mosh  which is a tirade against us president bush and the presence of us troops in iraq. the rapper was criticised earlier this year after a performance on bbc one s top of the pops in april led 12 viewers to complain he was  lewd  and  offensive . the complaints about the star grabbing his crotch were upheld by the bbc.  the performer had been asked to tone his act down after rehearsal but ignored this request during the live broadcast   a bbc statement read.  although his gestures were part of the rap culture  they had gone beyond what is expected.
sport,sport,kirwan demands italy consistency italy coach john kirwan has challenged his side to match the performance they produced in pushing ireland close when they meet wales on saturday.  despite losing 28-17 in sunday s six nations encounter  the italians confirmed their continuing improvement.  our goal is to match every side we face and against ireland we showed we could do that   said kirwan.  but the most important thing is that we build on that performance when we play wales on saturday.  italy s half-backs had a mixed afternoon  with recalled scrum-half alessandro troncon impressing but fly-half luciano orquera having an off-day with the boot. kirwan said:  i was very happy with troncon. he had an incredible game - he was very good in attack and defence.  orquera s kicking was off but he showed great courage in defence.  he also followed the game plan. we have to give him confidence because he has the capability to do well.
entertainment,entertainment,vibe awards back despite violence the us vibe awards will be held again next year despite a stabbing which happened during the ceremony.  vibe magazine president kenard gibbs said the attack earlier this month in santa monica was  sickening . he said not holding the awards would be counter to the work the magazine has done to promote hip hop music. rapper young buck has been charged after allegedly stabbing a man who hit dr dre as he was about to receive a lifetime achievement award.  the rapper  whose real name is david darnell brown  is due in court on 20 december after being arrested on one charge of attempted murder and a second charge of assault with a deadly weapon. the performer is one of the members of 50 cent s g-unit group  which is signed to dr dre s record label. the man who was stabbed  jimmy james johnson  suffered a collapsed lung and is in a stable condition at a los angeles hospital. mr johnson allegedly approached dr dre  who was seated at a table in front of the stage  and appeared to ask for an autograph before punching him. during the ensuing scuffle - which involved many of the 1 000-strong crowd - mr johnson was stabbed as he was being dragged away by security staff
entertainment,entertainment,double win for sea inside spanish movie the sea inside has been named best picture and star javier bardem best actor at the bangkok international film festival.  based on the true story of a paralysed man s battle to end his life  the sea inside was best foreign language film at the 2005 golden globe awards. annette bening and ana geislerova shared the best actress award at the bangkok festival. this year s event was scaled down following the asian tsunami disaster.  falling down and the phantom of the opera director joel schumacher won a lifetime achievement award while hong kong director wong kar-wai was honoured for promoting asian cinema.  it s a great honour  i want to share this honour with my thai colleagues   wong said. french writer christophe barratie and korean writer park chan-chook shared the best screenplay award for les choristes and old boy respectively. now in its third year  the bangkok international film festival is donating profits from ticket sales to the tsunami relief fund.
tech,tech,dvd copy protection strengthened dvds will be harder to copy thanks to new anti-piracy measures devised by copy protection firm macrovision.  the pirated dvd market is enormous because current copy protection was hacked more than five years ago. macrovision says its new ripguard technology will thwart most  but not all  of the current dvd ripping (copying) programs used to pirate dvds.  ripguard is designed to... reduce dvd ripping and the resulting supply of illegal peer to peer   said the firm. macrovision said the new technology will work in  nearly all  current dvd players when applied to the discs  but it did not specify how many machines could have a problem with ripguard. the new technology will be welcomed by hollywood film studios which are increasingly relying on revenue from dvd sales.  the film industry has stepped up efforts to fight dvd piracy in the last 12 months  taking legal action against websites which offer pirated copies of dvd movies for download.   ultimately  we see ripguard dvd... evolving beyond anti-piracy  and towards enablement of legitimate online transactions  interoperability in tomorrow s digital home  and the upcoming high-definition formats   said steve weinstein  executive vice president and general manager of macrovision s entertainment technologies group. macrovision said ripguard was designed to plug the  digital hole  that was created by so-called decss ripper software. it circumvents content scrambling system measures placed on dvds and let people make perfect digital copies of copyrighted dvds in minutes. those copies could then be burned onto a blank dvd or uploaded for exchange to a peer-to-peer network. macrovision said ripguard would also prevent against  rent  rip and return  - where people would rent a dvd  copy it and then return the original. ripguard is expected to be rolled out on dvds from the middle of 2005  the company said. the new system works specifically to block most ripping programs - if used  those programs will now most likely crash  the company said. macrovision has said that rip guard can be updated if hackers find a way around the new anti-copying measures.
business,business,europe blames us over weak dollar european leaders have openly blamed the us for the sharp rise in the value of the euro.  us officials were talking up the dollar  they said  but failing to take action to back up their words. meeting in brussels  finance ministers of the 12 eurozone countries voiced their concern that the rise of the european currency was harming exports. the dollar is within touching distance of an all-time low reached earlier in november. at 0619 gmt on tuesday  the dollar was up slightly at just above $1.29 to the euro  and buying 105.6 yen in tokyo. it rallied briefly on monday amid signs that oil prices are easing.  but analysts said the respite was likely to be only temporary. the european ministers  comments  said junya tanase of jpmorgan chase bank in tokyo  were  generally too weak to produce a market reaction .  still  by the standards of diplomacy the european ministers were forthright. nicolas sarkozy of france said he and his colleagues were unanimous in their worry that the decline of the dollar would hit europe s economies by eating into their exports.  we are concerned about these developments  which are destabilising  and which are linked to the accumulation of deficits by our american friends   he said. the comments come a day after us treasury secretary john snow said a strong dollar was  in america s interest .  but that was not enough for mr sarkozy.   if the americans were to change their policy  it s up to them to say so   he said. and the european union s monetary affairs commissioner  made it clear that action was necessary.  i fully welcome the words of mr snow   said joaquin almunia   but we will need to see decisions adopted in that direction.  if the imbalances in the us economy are not adjusted in the future  the decision in the market will be as in the past weeks.  economists point out that whatever europe says  in the short term a weaker dollar is a boon to president george w bush s administration. not only does it boost us exports  but it also makes the budget deficit easier to fund. on the other hand  slower european exports would mean slower eu growth - potentially reducing the demand for us goods.
entertainment,entertainment,landmark movies  of 2004 hailed us film professionals have declared fahrenheit 9/11 and the passion of the christ as two of the most significant cultural milestones of 2004.  the american film institute (afi) hailed mel gibson s biblical epic and michael moore s political documentary as inspiring national debate. it claimed both film-makers  tossed hollywood convention out the window . the institute also cited the death of actor marlon brando and the changing landscape of tv news in the us. in referring to marlon brando s death on 1 july at the age of 80  the 13-strong afi jury concluded  the art of screen acting has two chapters -  before brando  and  after brando .  it credited the screen legend s  raw hypnotic energy  and his ability to create characters like stanley kowalski and terry malloy  that will live forever in the annals of film history . the list also acknowledges key influences and trends in the world of film and broadcasting. among current trends  it highlighted the final broadcasts of veteran newscasters tom brokaw  barbara walters and the impending retirement of cbs news anchor dan rather. it its place  the afi fears  is a news landscape where  newscasters are more personalities than journalists  and balance and integrity are increasingly ignored.  the afi also questioned  the long-term viability of evening news broadcasts   in the light of 24-hour news channels and the internet. the list also draws attention to the growing influence of us broadcasting regulator  the federal communications commission (fcc)  the institute concluded the threat of regulation  which went into freefall following janet jackson s  wardrobe malfunction  during a live super bowl performance in february   had a profound effect on television .  unsure of how the fcc will rule on an issue  the creative community has begun to self-censor their shows  a disturbing trend in a country founded on free expression   the afi jury declared. to illustrate their point  the afi cited abc affiliates refusal to air steven spielberg s film saving private ryan in an unedited form over fears of possible fines.
sport,sport,ireland 21-19 argentina an injury-time dropped goal by ronan o gara stole victory for ireland from underneath the noses of argentina at lansdowne road on saturday.  o gara kicked all of ireland s points  with two dropped goals and five penalties  to give the home side a 100% record in their autumn internationals. an impressive argentina appeared in control until the dying seconds. the pumas shocked the irish early on with a try from federico aramburu  and felipe contepomi kicked 14 points. the well-drilled and sharper pumas out-played and out-thought ireland in the early stages. indiscipline allowed argentina s leinster fly-half contepomi to open the scoring in the third minute with a straightforward penalty. he was on the mark again two minutes later when argentina shocked a ragged ireland with the first try of the game. ireland turned the ball over and manuel contepomi broke through an unstructured defence before feeding his midfield partner aramburu to sprint in under the posts. o gara finally got ireland on the board with a dropped goal in the ninth minute only for contepomi to rifle over his second penalty two minutes later. playing into a strong wind and rain  ireland continued to come second best in tight situations  and turnovers began to mount up against a rugged defence. o gara managed to land his second penalty in the 36th minute  but once again contepomi replied in kind four minutes into first-half injury time. the second-half started as the first had ended. o gara rifled over another penalty in the 45th minute  but contepomi matched it three minutes later. the upper-body strength of the pumas never allowed ireland to take control up front  while the three-quarters had no space to manoeuvre. ireland had to rely on o gara s boot to keep in touch rather than any contrived running plays. the munsterman landed two more penalties - one of them from 48 metres - to bring his team to within four points with 13 minutes on the clock remaining. and ireland s chance came when argentina s number eight gonzalo longo was yellow carded with six minutes to go for an offence in the line-out. o gara made no mistake as he rifled over his fifth penalty to set up a tense final few minutes. but ireland showed great composure to get themselves into a position to allow o gara to thump over a massive drop goal to complete a tremendous  if fortuitous  comeback.
politics,politics,tory expert denies defeat warning the conservatives  campaign director has denied a report claiming he warned michael howard the party could not win the next general election.  the times on monday said australian lynton crosby told the party leader to focus on trying to increase the tories  commons presence by 25 to 30 seats. but mr crosby said in a statement:  i have never had any such conversation... and i do not hold that view.  mr howard later added there was not  one iota  of truth in the report. the strategist helped australia s pm  john howard  win four elections. mr howard appointed mr crosby as his elections chief last october. mr crosby s statement said:  the conservative party has been making an impact on the issues of lower tax and controlled immigration over the past week.  it added:  the labour party will be wanting to do all they can to distract attention away from the issues that really matter to people.
business,business,vw considers opening indian plant volkswagen is considering building a car factory in india  but said it had yet to make a final decision.  the german giant said it was studying the possibility of opening an assembly plant in the country  but that it remained only a  potential  idea. its comments came after the industry minister of india s andhra pradesh state said a team of vw officials were due to visit to discuss the plans. b. satyanarayana said he expected vw to co-sign a memorandum of agreement. several foreign carmakers  including hyundai  toyota  suzuki and ford  already have indian production facilities to meet demand for automobiles in asia s fourth-largest economy. vw s proposed plant would be set up in the port city of visakhapatnam on india s eastern coast. an andhra pradesh official added that vw had already approved a factory site measuring 250 acres.
sport,sport,mansfield 0-1 leyton orient an second-half goal from andy scott condemned mansfield to a ninth successive game without a win.  early in the second half wayne carlisle s cross was met by scott and he blasted the ball home from just outside the penalty area. as orient chased a second  mansfield had to clear alan white s header off the line and kevin pilkington saved well from michael simpson. by the end mansfield fans were chanting for the head of chairman keith haslam.  pilkington  talbot  buxton  dimech  artell  corden  murray  curtis  neil  warne  barker. subs not used: white  mcintosh  wood  lloyd  herron.  harrison  lockwood  donny barnard  white mackie  scott  saah  simpson  carlisle  lee barnard  ibehre. subs not used: morris  wardley  newey  zakuani  mcmahon.  scott 51.  3 803  s mathieson (cheshire).
sport,sport,gb select holmes for double bid kelly holmes has been chosen for both the 800m and 1500m at next month s european indoor championships - despite not yet confirming her availability.  the double-olympic champion is still undecided about whether to compete in her first european indoors in madrid. but uk athletics chief max jones believes it is likely holmes will race. he said:  it s worth a punt  isn t it  she s gone back to training. if she s confident she will pick one (distance). the programme does not permit both.  if holmes does take her place in the gb side  she has already indicated that 1500m will be her favoured distance. under championship rules  she does not have to decide until 24 hours before the event begins in madrid on 4 march. jones added:  she was pleased with her run in birmingham (at last weekend s grand prix).  i am inclined to think she will (compete). it could depend on how training goes and she will have to be close to top form.  and he admitted holmes  presence would be a great boost to the rest of the norwich union gb team.  she is a very good team member and is very good to have there   he added. meanwhile  there is no surprises in the rest of the great britain team announced on tuesday.  defending 60m champion jason gardener is included and will be chasing his third successive gold medal. he will be joined in the event by mark lewis-francis - runner-up behind him three years ago in vienna - and new boy darren chin. kelly sotherton has been invited by championship organisers to compete against carolina kluft in the pentathlon. sotherton finished third in the olympic heptathlon in athens  where the swede took gold. there are 16 newcomers at this level of competition in gb s 46-strong team. the championships will be the last to be attended by jones before he retires to be succeeded by dave collins. jones said:  the olympic games is the overwhelming target for uka and therefore it is beneficial to start the next four-year cycle with a not-so-pressurised major games.  the european indoor championships always provide a chance for the young and inexperienced to make a name for themselves and the current indoor season has produced some exciting new talent.  madrid is the first small step on a long journey to beijing and the 2008 olympics but for some of the emerging athletes  this will be a very important step.   60m: d chin (belgrave harriers)  j gardener (wessex and bath)  m lewis-francis (birchfield harriers).  t abeyie (woodford green with essex ladies)  c lambert (belgrave harriers).  d garland (channel islands ac).  j mcilroy (windsor  slough  eton and hounslow ac)  jimmy watkins (cardiff aac).  ed jackson (aldershot  farnham and district)  n speaight (belgrave harriers)  j thie (cardiff aac).  a baddeley (harrow ac)  m farah (windsor  slough  eton and hounslow ac)  j mayock (barnsley ac).  d greaves (newham and essex beagles)  a scott (shaftesbury barnet harriers)  a turner (notts ac).  b challenger (belgrave harriers). pole vault: n buckfield (crawley ac).  n morgan (birchfield harriers)  c tomlinson (newham and essex beagles).  l achike (shaftesbury barnet harriers)  n douglas (oxford city ac)  p idowu (belgrave harriers).  d cossins (birchfield harriers)  r davenport (gloucester ac)  d garland (channel islands ac)  r preddy (gloucester ac)  g warburton (cardiff aac).  k endacott (city of plymouth ac)  j kwakye (woodford green with essex ladies)  j maduaka (woodford green with essex ladies).  k wall (basildon ac).  k holmes (ealing  southall and middlesex ac).  h clitheroe (preston harriers)  k holmes (ealing  southall and middlesex ac).  j pavey (exeter harriers).  d allahgreen (trafford ac)  s claxton (belgrave harriers).  j crane (sale harriers manchester)  s jones (trafford ac).  j whitlock (trafford ac).  j johnson (herne hill harriers).  k sotherton (birchfield harriers).  d fraser (croydon harriers)  l mcconnell (shaftesbury barnet harriers)  c murphy (woodford green with essex ladies)  m purkiss (southampton ac).
business,business,electrolux to export europe jobs electrolux saw its shares rise 14% on tuesday after it said it would be shifting more of its manufacturing to low-cost countries.  the swedish firm  the world s largest maker of home appliances  said it is to relocate about 10 of its 27 plants in western europe and north america. it did not say which facilities would be affected  but intends moving them to asia  eastern europe and mexico. the company has two manufacturing sites in county durham. it makes lawn and garden products in newton aycliffe  and cookers and ovens in spennymoor. the newton aycliffe plant could also be affected by electrolux s separate announcement that it is to spin-off its outdoor products unit into a new separate company.  electrolux s subsidiary brands include aeg  zanussi and frigidaire. the company said it was speeding up its restructuring programme  which aims to save between £190m and £265m annually from 2009.  we see that about half the plants in high-cost countries - that is around 10 - are at risk   said electrolux chief executive hans straberg.  it looks pretty grim   said swedish trades union official ulf carlsson.  what are we going to end up producing in sweden
business,business,fbi agent colludes with analyst a former fbi agent and an internet stock picker have been found guilty of using confidential us government information to manipulate stock prices.  a new york court ruled that former fbi man jeffrey royer  41  fed damaging information to anthony elgindy  36. mr elgindy then drove share prices lower by spreading negative publicity via his newsletter. the egyptian-born analyst would extort money from his targets in return for stopping the attacks  prosecutors said.  under the guise of protecting investors from fraud  royer and elgindy used the fbi s crime-fighting tools and resources actually to defraud the public   said us attorney roslynn mauskopf.  mr royer was convicted of racketeering  securities fraud  obstruction of justice and witness tampering. mr elgindy was convicted of racketeering  securities fraud and extortion.  the charges carry sentences of up to 20 years. when the guilty verdict was announced by the jury foreman  mr elgindy dropped his face into his hands and sobbed  the associated press news agency reported. he was led weeping from the court room by us marshals  ap said. defense lawyers contended that mr royer had been feeding information to mr elgindy and another trader in an attempt to expose corporate fraud. mr elgindy s team claimed that he also was fighting against corporate wrongdoing.  elgindy s conviction marks the end of his public charade as a crusader against fraud in the market   said ms mauskopf. one of the more bizarre aspects of the trial focused on the claims that mr elgindy may have had foreknowledge of the 11 september terrorist attacks in new york and washington. mr elgindy had been trying to sell stock prior to the attack and had predicted a slump in the market. no charges were brought in relation to these allegations.
sport,sport,italy aim to rattle england italy coach john kirwan believes his side can upset england as the six nations wooden spoon battle hots up.  the two sides  both without a win  meet on 12 march at twickenham and kirwan says his side will be hoping to make the most of england s current slump.  we have to make sure the england and france games are tough for them.  england have not been having the best of championships. that is a big one for us and them and i am sure my players will rise to the occasion   he said. but kirwan admits that a lot of hard work will be needed with his kickers before the trip to london. roland de marigny and luciano orquera had a miserable time with the boot in the dire defeat to scotland as chris paterson stole the show to give the hosts a much-needed 18-10 victory. kirwan said:  the kicking was the decisive factor in scotland which cost us and it could go down to the kicking again next time.  but i have a lot of confidence in my players and i am positive we can put everything together against england.  england  meanwhile  are licking their wounds and rueing what might have been had two decisions from referee jonathan kaplan not gone against them in the second half in dublin. first mark cueto was judged offside as he chased fly-half charlie hodgson s kick  and then kaplan opted not to call upon video evidence to see if josh lewsey had touched down after being driven over ireland s line.  but centre jamie noon believes the side at least showed better form than their previous two defeats.  we definitely improved against an in-form irish side   he said.  we went to dublin quietly confident that we would be able to compete  and i think we showed that.  we have got to make sure we now take the form and positives into the italy game. we are under no illusions that it is going to be easy  but we definitely need a win.  england have now equalled an 18-year low of four successive championship defeats  including france in paris last season  and have lost four in a row under andy robinson. his predecessor  sir clive woodward  began his seven-year reign with three defeats and two draws.
business,business,us to rule on yukos refuge call yukos has said a us bankruptcy court will decide whether to block russia s impending auction of its main production arm on thursday.  the russian oil firm has filed for bankruptcy protection in the us in an attempt to halt the forced sale. however  judge letitia clark said the hearing would continue on thursday when arguments in the case would be heard. russian authorities are due to auction off yuganskneftegas on 19 december to pay a huge tax bill sent to yukos.  russian prosecutors are forcing the sale of the firm s most lucrative asset yuganskneftegas to help pay a $27bn (£14bn) back tax bill  which they claim is owed by yukos.  filing for bankruptcy protection in the us was  a last resort to preserve the rights of our shareholders  employees and customers   said yukos chief executive steven theede. the company added it had opted to take action through american courts as us bankruptcy law gives worldwide jurisdiction over a debtor company s property and because it was seeking a judiciary willing to protect the value of shareholders  investments. however  as the firm is based in russia and has no significant us assets  lawyers are unsure of the outcome of the case.  we are here to stop 60% of our body from being cut off on sunday   zack clement  a lawyer for yukos  told judge clark in an emergency hearing in houston  texas  on wednesday. as well as the bid to get chapter 11 bankruptcy - which protects firms from creditors  allowing them to continue trading as they restructure their finances - the group also made a claim for damages against the russian government. yukos asked the houston court to order russia to arbitration so that it can press claims for billions of dollars in damages over a  campaign of illegal  discriminatory and disproportionate  tax claims. mr clement said that under russian law  the russian government was obliged to enter into arbitration as set out in international law.  he added that the opening bid for the firm s yuganskneftgas unit was $8bn - less than half of the $20bn that yukos advisers say it is worth.  we believe the only significant bidder at the auction on sunday is gazprom   he said  referring to russia s natural gas giant. yukos maintains that the forced auction is illegal and  will cause the company to suffer immediate and irreparable harm.  many commentators believe the russian government s aggressive pursuit of yukos is a politically-motivated response to the political ambitions of its former chief executive  mikhail khodorkovsky. mr khodorkovsky  who had funded liberal opposition groups  was arrested in october last year on fraud and tax evasion charges and is still in jail analysts believe that if its production unit is auctioned off  it is likely to be bought up by a government-backed firm  like gazprom  effectively bringing a large chunk of russia s lucrative oil and gas industry back under state control.
sport,sport,greek pair attend drugs hearing greek sprinters kostas kenteris and katerina thanou have appeared before an independent tribunal which will decide if their bans should stand.  they were given provisional suspensions by athletics  ruling body the iaaf in december for failing to take drugs tests before the athens olympics. the pair arrived with former coach christos tzekos to give evidence at the hellenic olympic committee s offices. a decision is expected to be announced before the end of february. whatever the ruling  all parties will have the right to appeal to the court of arbitration for sport. yiannis papadoyiannakis  who was head of the greek olympic team at the athens games last year  also testified at the tribunal  along with other greek sports officials and athletes.  i believe the tribunal will reach a decision that will uphold the standing of the institution   said papadoyiannakis.  whatever the athletes have done  we must not forget that they have offered us great moments.  kenteris won 200m gold at the 2000 sydney olympics  while thanou won silver in the 100m.  they withdrew from the athens games last august after missing drugs tests on the eve of the opening ceremony. the pair spent four days in a hospital  claiming they had been injured in a motorcycle crash. the five-member tribunal  assembled by the hellenic association of amateur athletics  is also examining allegations that kenteris and thanou avoided tests in tel aviv and chicago before the games. tzekos was also banned for two years by the iaaf. he faces charges of assisting in the use of prohibited substances and tampering with the doping inspection process. all three  who have repeatedly denied the allegations  have also been charged by a greek prosecutor and face trial for doping-related charges. a trial date has not been set. in imposing two-year suspensions on the duo on 22 december  the iaaf described their explanations for missing the tests as  unacceptable . but kenteris  lawyer gregory ioannidis told bbc sport earlier this week he was confident the sprinters would be cleared of the charges of failing to give information on their location and refusing to submit to testing.  we refute both charges as unsubstantiated and illogical   he said.  there have been certain breaches in the correct application of the rules on behalf of the sporting authorities and their officials  and these procedural breaches have also violated my client s rights.  there is also evidence that proves the fact that my client has been persecuted.
entertainment,entertainment,oscars steer clear of controversy the oscars nominations list has left out some of the most controversial films of the past year in favour of safer  less contentious cinema.  if best film nominees were drawn on the basis of column inches  two of the front-runners would have had to be michael moore s bush-baiting documentary fahrenheit 9/11 and mel gibson s the passion of the christ. both films polarised opinion but had critics talking  and the public turning up to see them - fahrenheit 9/11 breaking us box office records for a documentary  and the passion of the christ making more than us$370m (£196m) in the us alone. but this year s academy awards have shied away from the big name controversies  with the passion of the christ - a film accused of being anti-semitic - receiving nominations only in the  minor  categories of cinematography  makeup and musical score.  fahrenheit 9/11 has also been overlooked  despite winning the palme d or at the cannes international film festival in 2004.  moore s caustic documentary may have been affected by its distributors  decision to enter it in the best picture category  rather than best documentary  says tim dams  the news editor of trade magazine screen international. but he also believes the strong political viewpoint of moore s film does not sit well with the academy.  if you look at past oscar winners and nominees  the very conservative oscar voters tend to go for very conservative  epic-style pictures. fahrenheit 9/11 didn t really fit in to that category.  they tend to go for films like titanic  gladiator  and the lord of the rings  films with scale that often aren t too contentious   he said. while he said the oscar voting panel were not  snubbing  moore s film  he thought it was unlikely a documentary could ever seriously compete in a best film category.  i think it s more a misjudgement by the people putting it out rather than a deliberate snub   he said.  the problem with mel gibson s film  he believed  was that the voting panel may have been cautious in nominating a film with dialogue in aramaic  an ancient middle eastern language.   hollywood doesn t tend to like foreign-language films - no-one s ever tried doing a film in a dead language   he said. but aside from these two films  some potentially contentious pictures have won nominations. the german film the downfall  a biopic tracing the final days of nazi leader adolf hitler in his berlin bunker  has been recognised in the best foreign film category. the film has caused some controversy in showing hitler as a fallible but human man  rather than a semi-mythical  historical monster. but mr dams said:  it s not an inflammatory film. it has done very well in germany  and it s a film that portrays hitler as a human rather than some kind of devil or monster.  another  contentious  film  mr dams said  has gained a nomination in the best documentary section through the force of its charm.  independent film-maker morgan spurlock may have forced fast-food giant mcdonalds to withdraw its  super size  portions in the us after he went on a month-long diet eating nothing but mcdonalds meals - and filmed his progress.  the film has been a hit around the world. mr dams said:  it s a political film  but it s quite fun and punky and well-paced.  morgan spurlock is a really likeable guy. it s a very accessible film  and it doesn t beat you over the head with its views.  while in fahrenheit 9/11 there are moments of comedy  i think the way that super size me is put together - the fact it s a very likeable film - means it s won through on charm.  dam s pick at this year s oscars  the aviator  martin scorsese s biopic of aviation pioneer and hollywood player howard hughes. tinseltown  it seems  likes nothing more than a picture about one of its own.
business,business,shares rise on new man utd offer shares in manchester united closed up 4.75% on monday following a new offer from us tycoon malcolm glazer.  the board of the football club is expected to meet early this week to discuss the latest proposal  which values the club at £800m ($1.5bn). manchester united revealed on sunday that it had received a detailed proposal from mr glazer  which looks set to receive more serious scrutiny. the club has previously rejected mr glazer s approaches out of hand. but a senior source at the club told the bbc:  this time it s different.  supporters  group shareholders united  however  urged the club to reject the new deal.  a spokesman for the shareholders united said:  i can t see any difference (compared to mr glazer s previous proposals) other than £200m less debt.  he isn t bringing any money into the club; he ll use our money to buy it.   mr glazer s latest move is being led by mr glazer s two sons  avi and joel  according to the financial times. a proposal was received by david gill  united s chief executive  at the end of last week  pitched at about 300p a share. david cummings  head of uk equities for standard life investments  said he believed a  well funded  300p a share bid would be enough for mr glazer to take control of the club.   i do not think there is anything that manchester united fans can do about it   he told the bbc.  they can complain about it but it is curtains for them. they may not want him but they are going to get him.  the us tycoon  who has been wooing the club for the last 12 months  has approached the united board with  detailed proposals   it has confirmed.  mr glazer  who owns the tampa bay buccaneers team  hopes this will lead to a formal bid being accepted. he is believed to have increased the amount of equity in the new proposal  though it is not clear by how much. for his proposal to succeed  he needs the support of united s largest shareholders  the irish horseracing tycoons jp mcmanus and john magnier. they own 29% of united through their cubic expression investment vehicle. mr glazer and his family hold a stake of 28.1%. but it is not yet known whether mr mcmanus and mr magnier would support a glazer bid. nm rothschild  the investment bank  is advising mr glazer  according to the financial times. his previous adviser  jpmorgan  quit last year when mr glazer went ahead and voted against the appointment of three united directors to the board  against its advice. but the ft said it thought jp morgan may still have had some role in financing mr glazer s latest financial proposal.
entertainment,entertainment,redford s vision of sundance despite sporting a corduroy cap pulled low over his face plus a pair of dark glasses  robert redford cuts an unmistakable figure through the star-struck crowds at sundance.  it s a rare downtown appearance for the man who started the annual festival in park city  utah back in the 1980s. now in its twenty-first year  sundance continues to grow. some 45 000 people are estimated to have descended on this small ski town with nothing but movies on the mind. it s an opportunity to meet and make deals. redford wanted sundance to be a platform for independent film-makers  but the commercial success of many showcased films have led to criticism that the festival is becoming too mainstream.  smaller festivals like slamdance and xdance  which take place during the same week in park city  are competing for sundance s limelight. but redford is not worried.  the more the merrier   he says.  the point was to create opportunities for people who may not have them.  once independent film had a place where the work could be seen  suddenly the merchants came. with them the celebrities came  then the paparazzi - and suddenly it began to take on a whole new tone   explains redford.   people started to say we had gone mainstream and hollywood  but actually hollywood came to us because suddenly there was good business in independent film   he adds. international film-makers have always been celebrated here  but 2005 is the first year a dedicated world dramatic and documentary competition is being held.  redford wants the festival to encompass viewpoints he believes the american media fails to reflect  particularly how the us is perceived internationally. he has never hidden the fact that he is a democrat. but he reserves particular disdain for the current republican administration.  it s the ability to maintain the importance of dissent in a democratic system which right now is under threat with the attitude of this administration   he says.  i think many voices are being shut down or accused of being unpatriotic if they want to express another point of view. that s very unhealthy and very dangerous.   if we take that policy into the world  there will be the same victims and the same consequences.  sundance isn t just one big screening. there are discussion panels and q&a sessions with directors tackling controversial topics like america s  culture wars  and the iraq war. while redford wishes the festival to be a forum for dissent  the profile of the audience is fairly monolithic. educated  middle class and predominantly white americans comes sundance  with views from the same end of the political spectrum - anti-war and socially liberal. but redford knows this and started the sundance tv channel in an effort to reach a wider audience.  when you look at the films here  what we are presenting is very much egalitarian. and it s about good films and good story-telling be it african america  asian  women  gay  lesbian.  sooner or later we will do away with those stereotypical labels and people will say  it s just a film by so-and so .
politics,politics,talks aim to avert pension strike talks aimed at averting a series of national strikes over pensions reforms will take place this weekend.  five public sector unions will hold private talks with deputy prime minister john prescott at labour s spring conference in gateshead. they want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. up to 1.4m workers could take part in a strike already earmarked for 23 march. however  all sides are anxious to avoid a major confrontation in the run up to the general election  said bbc labour affairs correspondent stephen cape. in four days  britain s biggest union unison will start balloting 800 000 local government workers on strikes. other public sector unions have pledged to follow. it is just weeks before new regulations are introduced to raise the pension age of local government workers.  the five unions meeting mr prescott want the government to withdraw these regulations. this would allow months of tough negotiations to follow  said our correspondent. but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in april. privately ministers believe this will be the  less painful  option  our correspondent added. the public and commercial services union (pcs) will co-ordinate any industrial action with up to six other public sector unions. pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink.  for a government that lectures everyone on choice - choice on public service  choice on this and choice on that - isn t it ironic that they re saying to public sector workers there is no choice   he said.  if you want the pension you were promised when you started you must work for an extra five years - that is working until people drop.  in the 20th century  it s completely unacceptable.   unison s 800 000 workers  the transport and general workers  union s 70 000 and amicus  20 000 are among those being balloted about a 23 march walkout. mr prescott held a private meeting with senior union figures last week. it is understood no deal was offered in that meeting but there was room for further negotiations.
